,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,Avera,33.19,-82.53,69.8,83,40,8.05,US,1600234459
370,Lorengau,-2.02,147.27,85.03,73,100,12.66,PG,1600234459
371,Horasan,40.05,42.17,64.29,51,5,1.41,TR,1600234459
372,Puqi,29.72,113.88,71.55,96,100,4.74,CN,1600234459
373,Stepnyak,52.83,70.78,51.24,59,62,29.28,KZ,1600234460
374,Ayan,56.45,138.17,55.6,72,15,10.54,RU,1600234460
375,Knysna,-34.04,23.05,46.4,81,0,4.7,ZA,1600234460
376,Mugur-Aksy,50.35,90.5,52.23,42,77,7.29,RU,1600234461
377,Xining,36.62,101.77,64.09,35,100,5.55,CN,1600234247
378,Rodolfo Sánchez Taboada,31.72,-116.57,69.01,90,0,3.74,MX,1600234461
379,Mizdah,31.45,12.98,69.31,79,28,12.48,LY,1600234461
380,Sidi Ali,36.1,0.42,68.86,96,21,3.53,DZ,1600234462
381,Ust-Nera,64.57,143.2,46.51,55,98,5.86,RU,1600234462
382,Zverinogolovskoye,54.46,64.85,51.98,87,81,10.36,RU,1600234462
383,Linhares,-19.39,-40.07,68.11,95,21,2.13,BR,1600234463
384,Sukhothai,17.25,99.67,96.01,74,20,5.82,TH,1600234463
385,Marystown,47.17,-55.15,48.0,100,23,11.5,CA,1600234464
386,San Cristobal,7.77,-72.22,65.84,90,99,1.7,VE,1600234464
387,College,64.86,-147.8,53.6,81,75,6.93,US,1600234464
388,Kattivākkam,13.22,80.32,87.8,62,40,11.41,IN,1600234465
389,Yabēlo,4.88,38.08,63.03,75,38,10.85,ET,1600234465
390,Yukamenskoye,57.89,52.24,44.04,91,99,17.02,RU,1600234465
391,Husavik,66.04,-17.34,44.6,70,100,9.17,IS,1600234466
392,Zhalantun,48.0,122.72,58.51,92,100,15.68,CN,1600234466
393,Kulhudhuffushi,6.62,73.07,82.0,78,53,10.74,MV,1600234466
394,Iqaluit,63.75,-68.51,33.8,86,75,11.41,CA,1600234467
395,Sørland,67.67,12.69,46.4,75,75,14.99,NO,1600234467
396,Pangnirtung,66.15,-65.71,33.89,79,61,2.04,CA,1600234467
397,Bundaberg,-24.85,152.35,75.99,53,90,10.29,AU,1600234468
398,Rentina,40.66,23.61,73.99,71,32,2.33,GR,1600234468
399,Grand Gaube,-20.01,57.66,72.0,55,56,8.99,MU,1600234468
400,Popondetta,-8.75,148.25,86.32,60,89,5.28,PG,1600234468
401,Narok,-1.08,35.86,67.03,58,19,8.37,KE,1600234469
402,Buraidah,26.33,43.98,86.0,25,0,4.7,SA,1600234469
403,Chokurdakh,70.63,147.92,42.26,66,95,6.91,RU,1600234469
404,Santa Rosalía,27.32,-112.28,85.6,42,0,6.91,MX,1600234470
405,Nelson,-41.28,173.28,60.01,44,76,7.74,NZ,1600234470
406,Palmer,42.16,-72.33,46.0,93,1,3.8,US,1600234471
407,Aswān,24.09,32.91,90.39,22,0,13.49,EG,1600234471
408,Satipo,-11.25,-74.64,66.85,79,79,1.43,PE,1600234471
409,Nha Trang,12.25,109.18,95.0,56,20,8.05,VN,1600234411
410,Akdepe,42.06,59.38,69.8,26,4,4.7,TM,1600234472
411,Matara,5.95,80.54,83.86,76,62,13.69,LK,1600234253
412,Barra de Tecoanapa,16.52,-98.75,78.22,86,97,3.94,MX,1600234472
413,Pangai,-19.8,-174.35,75.2,69,75,19.46,TO,1600234473
414,Itoman,26.12,127.67,87.8,79,75,11.41,JP,1600234473
415,Wawa,9.9,4.42,72.07,95,83,3.91,NG,1600234473
416,Wau,7.7,28.0,76.01,87,62,4.09,SS,1600234473
417,Malakal,9.53,31.66,76.71,85,99,0.34,SS,1600234474
418,Umm Kaddadah,13.6,26.69,87.01,45,13,7.58,SD,1600234474
419,Menongue,-14.66,17.69,62.26,29,6,3.69,AO,1600234474
420,Mackay,-21.15,149.2,75.2,73,75,19.46,AU,1600234474
421,Kānkon,15.02,74.02,80.6,88,75,2.24,IN,1600234475
422,Yaan,7.38,8.57,72.18,98,100,7.47,NG,1600234475
423,Izhma,65.01,53.91,46.45,92,100,9.89,RU,1600234475
424,Freeport,40.66,-73.58,62.01,76,1,8.21,US,1600234355
425,Nishihara,26.18,127.76,87.8,66,75,11.41,JP,1600234476
426,Portland,45.52,-122.68,66.99,82,90,5.82,US,1600233668
427,Tura,25.52,90.22,83.21,78,90,4.63,IN,1600234476
428,Zemio,5.03,25.14,71.29,94,100,2.35,CF,1600234476
429,Canberra,-35.28,149.13,69.8,40,55,19.46,AU,1600234258
430,Matamoros,25.53,-103.25,71.01,74,52,10.29,MX,1600234477
431,Northam,51.03,-4.22,60.01,100,56,5.32,GB,1600234477
432,Lowestoft,52.48,1.75,61.0,99,97,9.42,GB,1600234325
433,Bac Lieu,9.29,105.72,88.38,64,100,13.51,VN,1600234478
434,Ancud,-41.87,-73.82,37.99,92,5,4.99,CL,1600234478
435,Sitka,57.05,-135.33,55.4,71,20,8.05,US,1600234478
436,Petropavlovsk-Kamchatskiy,53.05,158.65,60.8,59,100,13.42,RU,1600234478
437,Port Pirie,-33.18,138.02,78.76,24,100,9.19,AU,1600234479
438,Cayenne,4.93,-52.33,77.0,100,90,2.24,GF,1600234206
439,Moussoro,13.64,16.49,81.45,63,21,8.61,TD,1600234479
440,Hong Kong,22.29,114.16,90.0,76,29,1.99,HK,1600234344
441,Itarema,-2.92,-39.92,76.14,83,1,15.21,BR,1600234261
442,Emirdağ,39.02,31.15,69.21,42,0,2.71,TR,1600234479
443,Garden City,42.33,-83.33,62.01,87,40,5.82,US,1600234203
444,Ailigandí,9.23,-78.02,79.21,83,100,5.97,PA,1600234480
445,Lukulu,-14.37,23.24,74.7,40,0,3.78,ZM,1600234451
446,Panabá,21.28,-88.27,77.09,95,99,7.07,MX,1600234480
447,Puerto Escondido,15.85,-97.07,79.77,81,100,4.63,MX,1600234481
448,Dingle,11.0,122.67,75.6,95,100,15.41,PH,1600234481
449,Kyra,49.58,111.98,58.19,51,54,12.03,RU,1600234481
450,Ilulissat,69.22,-51.1,44.6,42,100,19.46,GL,1600234482
451,Turukhansk,65.82,87.98,64.38,48,24,13.15,RU,1600234482
452,Kannauj,27.05,79.92,96.89,46,12,3.78,IN,1600234483
453,Catabola,-12.15,17.28,66.43,41,17,8.48,AO,1600234483
454,Imeni Poliny Osipenko,52.42,136.49,66.24,70,84,4.72,RU,1600234483
455,Chicama,-7.84,-79.15,60.64,84,76,5.17,PE,1600234484
456,Williams Lake,52.14,-122.14,48.2,93,5,2.24,CA,1600234484
457,Pāsighāt,28.07,95.33,78.94,83,99,4.81,IN,1600234484
458,Missoula,47.02,-113.8,60.01,54,90,1.99,US,1600234248
459,Winnemucca,40.97,-117.74,57.2,24,90,9.17,US,1600234388
460,Mandera,3.94,41.87,82.65,55,9,13.44,KE,1600234484
461,Korla,41.76,86.15,76.59,19,0,12.41,CN,1600234485
462,Velyka Bahachka,49.79,33.72,63.5,72,8,5.23,UA,1600234485
463,Muisne,0.6,-80.03,74.32,87,100,7.36,EC,1600234485
464,Harper,4.38,-7.72,74.97,88,91,8.86,LR,1600234485
465,Nanhai,30.13,111.78,70.05,95,100,2.8,CN,1600234486
466,Marrakesh,31.63,-8.01,75.2,57,97,2.24,MA,1600234486
467,Lata,40.16,-8.33,60.01,85,53,1.01,PT,1600234486
468,Mihijam,23.85,86.88,89.6,66,40,8.05,IN,1600234487
469,Campoverde,-8.48,-74.81,69.87,95,99,1.23,PE,1600234487
470,Chapada dos Guimarães,-15.46,-55.75,82.4,45,90,2.24,BR,1600234487
471,Broome,42.25,-75.83,50.0,66,1,6.93,US,1600234487
472,Esmeraldas,-19.76,-44.31,68.0,64,0,12.75,BR,1600234488
473,Pueblo Nuevo,23.38,-105.38,59.74,98,98,4.99,MX,1600234488
474,Simao,22.79,100.97,77.2,72,99,3.2,CN,1600234488
475,Drochia,48.03,27.82,68.88,58,0,4.59,MD,1600234489
476,Plérin,48.54,-2.78,61.0,98,1,1.99,FR,1600234489
477,Takapau,-40.03,176.35,52.0,70,0,18.01,NZ,1600234489
478,Mozarlândia,-14.74,-50.57,75.33,30,3,5.95,BR,1600234489
479,Xiongzhou,25.12,114.3,89.78,65,83,4.41,CN,1600234490
480,Luanda,-8.84,13.23,69.8,88,20,4.7,AO,1600234457
481,Hobyo,5.35,48.53,83.25,65,17,21.81,SO,1600234490
482,Varkala,8.73,76.71,86.0,84,40,3.36,IN,1600234490
483,Fushë-Arrëz,42.06,20.02,66.83,56,31,7.92,AL,1600234491
484,Strezhevoy,60.73,77.59,60.8,55,12,17.9,RU,1600234491
485,Sumenep,-7.02,113.87,87.64,50,73,10.85,ID,1600234491
486,Buşayrā,30.74,35.61,76.84,46,0,0.2,JO,1600234492
487,Lima,-12.04,-77.03,60.8,82,90,5.82,PE,1600234248
488,Pacific Grove,36.62,-121.92,61.0,97,21,2.33,US,1600234492
489,Anadyr,64.75,177.48,51.8,71,75,11.18,RU,1600234492
490,Shenjiamen,29.96,122.3,75.42,93,100,3.58,CN,1600234493
491,São José da Coroa Grande,-8.9,-35.15,73.85,86,12,11.63,BR,1600234493
492,Vanavara,60.34,102.28,60.91,49,72,6.33,RU,1600234494
493,Van,38.49,43.38,68.0,52,0,1.12,TR,1600234401
494,Pascagoula,30.37,-88.56,77.0,88,90,25.28,US,1600234494
495,Bom Jardim,-7.8,-35.59,66.06,98,29,7.34,BR,1600234494
496,Bulgan,48.81,103.53,55.02,54,33,3.74,MN,1600234495
497,Paamiut,61.99,-49.67,44.44,79,100,7.2,GL,1600234495
498,Duekoué,6.75,-7.35,71.01,97,89,2.59,CI,1600234496
499,Galesong,-5.32,119.37,93.2,41,20,11.41,ID,1600234496
500,Kalmunai,7.42,81.82,89.44,55,52,4.94,LK,1600234373
501,Shimoda,34.67,138.95,78.8,78,75,10.29,JP,1600234496
502,Flinders,-34.58,150.86,79.0,60,29,3.0,AU,1600234483
503,Mathbaria,22.29,89.96,88.61,71,99,7.4,BD,1600234497
504,Cam Ranh,11.92,109.16,95.0,56,20,8.05,VN,1600234497
505,Elko,41.0,-115.5,64.0,43,1,2.59,US,1600234497
506,Barstow,34.9,-117.02,82.4,14,1,9.17,US,1600234498
507,Tres Arroyos,-38.37,-60.28,44.53,86,96,4.16,AR,1600234498
508,Dogondoutchi,13.64,4.03,81.61,66,96,5.99,NE,1600234498
509,Ubari,26.59,12.78,73.2,52,0,9.66,LY,1600234499
510,Jijiga,9.35,42.8,68.9,68,26,12.91,ET,1600234499
511,Sawtell,-30.38,153.1,73.0,68,0,20.8,AU,1600234499
512,Manitouwadge,49.12,-85.84,47.77,95,97,5.99,CA,1600234500
513,Prince Rupert,54.32,-130.32,57.2,82,1,6.93,CA,1600234257
514,Hervey Bay,-25.3,152.85,75.0,61,2,4.0,AU,1600234500
515,Longyearbyen,78.22,15.64,32.0,93,75,2.24,SJ,1600234500
516,Gunjur,13.2,-16.73,73.4,100,75,2.24,GM,1600234501
517,Mahrīz,31.59,54.43,75.2,16,0,2.24,IR,1600234501
518,Hofn,64.25,-15.21,47.12,61,93,3.96,IS,1600234501
519,Yar-Sale,66.83,70.83,56.19,74,55,8.37,RU,1600234502
520,Batticaloa,7.71,81.69,87.35,59,46,4.99,LK,1600234503
521,Arrondissement du Havre,49.58,0.33,64.4,93,65,6.93,FR,1600234503
522,San Andrés,12.58,-81.7,78.8,94,75,6.49,CO,1600234504
523,Weyburn,49.67,-103.85,50.0,75,24,8.99,CA,1600234504
524,Taicheng,38.73,113.23,63.59,36,1,16.82,CN,1600234505
525,Karlshamn,56.17,14.86,54.0,100,20,4.18,SE,1600234505
526,Murgab,37.5,61.97,77.0,36,0,12.75,TM,1600234506
527,Priiskovyy,51.93,116.63,62.62,46,100,9.33,RU,1600234506
528,‘Āhuimanu,21.44,-157.84,80.6,69,20,5.82,US,1600234507
529,Castelldefels,41.28,1.97,72.0,88,20,6.93,ES,1600234507
530,Merced,37.17,-120.75,75.0,52,0,4.0,US,1600234507
531,Gedinne,49.98,4.94,66.0,72,92,1.12,BE,1600234508
532,Nānākuli,21.39,-158.15,80.6,61,75,3.36,US,1600234508
533,Rome,43.21,-75.46,46.4,87,1,4.7,US,1600234509
534,Port Blair,11.67,92.75,81.18,80,100,17.09,IN,1600234509
535,Vestmannaeyjar,63.44,-20.27,48.13,77,100,17.72,IS,1600234509
536,Kushima,31.46,131.23,75.2,88,75,3.36,JP,1600234510
537,Bosaso,11.28,49.18,93.2,46,0,11.41,SO,1600234510
538,Tashtagol,52.77,87.89,70.56,39,92,6.15,RU,1600234510
539,Vostok,46.49,135.88,63.95,81,100,2.82,RU,1600234510
540,Cerro Cama,9.03,-79.91,77.0,84,99,0.6,PA,1600234511
541,Potiskum,11.71,11.07,74.35,83,16,8.5,NG,1600234511
542,Storsteinnes,69.24,19.23,46.4,100,75,8.05,NO,1600234511
543,Taoudenni,22.68,-3.98,93.87,18,0,15.1,ML,1600234512
544,Kushiro,42.98,144.37,68.0,88,75,13.87,JP,1600234512
545,Abu Samrah,35.3,37.18,83.21,27,0,5.17,SY,1600234513
546,Hailar,49.2,119.7,50.36,90,100,26.31,CN,1600234513
547,Maceió,-9.67,-35.74,69.8,94,11,2.24,BR,1600234305
548,Kurāra,25.98,79.98,96.76,46,51,5.41,IN,1600234513
549,Leningradskiy,69.38,178.42,37.96,94,100,6.91,RU,1600234514
550,Sechura,-5.56,-80.82,61.74,83,31,10.76,PE,1600234514
551,Hengyang,26.89,112.61,85.08,75,90,6.85,CN,1600234514
552,Münster,51.96,7.63,63.0,93,73,1.12,DE,1600234515
553,Canutama,-6.53,-64.38,75.83,72,32,1.66,BR,1600234283
554,Scottsboro,34.67,-86.03,69.8,88,20,9.35,US,1600234515
555,Khovd,48.01,91.64,62.08,29,34,5.79,MN,1600234516
556,Hambantota,6.12,81.12,86.0,84,40,14.99,LK,1600234516
557,Omboué,-1.57,9.26,74.26,87,23,6.62,GA,1600234516
558,Nueva Imperial,-38.73,-72.95,50.0,100,90,4.7,CL,1600234517
559,Hayesville,44.99,-122.98,64.0,72,90,0.72,US,1600234517
560,Ipixuna,-1.76,-48.8,77.0,88,48,10.29,BR,1600234517
561,Chara,56.91,118.26,48.54,66,86,4.92,RU,1600234518
562,Ouallam,14.32,2.09,79.41,75,59,16.6,NE,1600234518
563,Cururupu,-1.83,-44.87,75.6,87,9,5.37,BR,1600234518
564,La Ronge,55.1,-105.28,33.8,55,5,11.41,CA,1600234518
565,St. George's,12.06,-61.75,82.4,83,20,3.36,GD,1600234519
566,Poronaysk,49.22,143.12,66.51,82,79,7.87,RU,1600234519
567,Outlook,51.5,-107.05,46.2,71,89,7.52,CA,1600234520
568,Grindavik,63.84,-22.43,48.2,81,90,18.34,IS,1600234520
569,Shintomi,32.08,131.47,75.2,88,75,3.36,JP,1600234520
570,Mbanza-Ngungu,-5.25,14.87,70.36,80,73,7.43,CD,1600234520
571,Mayumba,-3.43,10.66,74.82,88,68,6.85,GA,1600234521
572,Antsohihy,-14.88,47.99,82.47,37,39,7.52,MG,1600234521
573,Dmitriyevka,54.75,55.33,48.2,87,90,17.9,RU,1600234521
574,Limulunga,-15.1,23.14,74.98,37,0,6.29,ZM,1600234522
575,Preobrazheniye,42.9,133.91,66.25,70,98,9.31,RU,1600234522
576,Kudahuvadhoo,2.67,72.89,82.08,77,97,8.57,MV,1600234522
577,Pitkyaranta,61.57,31.48,50.83,78,100,9.33,RU,1600234522
578,Sendafa,9.15,39.03,59.0,87,75,2.24,ET,1600234523
579,Skjervøy,70.03,20.97,39.2,100,75,4.7,NO,1600234523
580,Monroe,43.15,-77.68,55.99,71,1,10.29,US,1600234523
581,Sopela,43.38,-2.98,64.99,93,100,3.36,ES,1600234523
582,Oktyabr'skiy,54.48,53.47,47.44,81,96,16.87,RU,1600234524
583,Ust-Maya,60.42,134.53,55.81,50,28,5.82,RU,1600234524
584,Luganville,-15.53,167.17,80.6,74,40,13.87,VU,1600234524
585,Endicott,42.1,-76.05,50.0,66,1,6.93,US,1600234525
586,Atar,20.52,-13.05,87.78,42,0,7.11,MR,1600234525
587,Mmabatho,-25.85,25.63,62.6,17,92,4.7,ZA,1600234324
588,Qasigiannguit,68.82,-51.19,44.6,42,89,19.46,GL,1600234525
589,Alakurtti,66.97,30.35,41.0,95,89,1.01,RU,1600234525
590,Neepawa,50.23,-99.47,50.0,81,90,10.29,CA,1600234526
591,Iracoubo,5.48,-53.2,74.91,91,95,4.65,GF,1600234526
592,Banyo,6.75,11.82,65.89,94,99,2.42,CM,1600234526
593,Krasnokholmskiy,55.99,55.05,48.16,85,94,18.54,RU,1600234526
594,Douglas,41.3,-96.17,64.99,88,1,4.7,US,1600234475
595,Lakes Entrance,-37.88,147.98,75.99,32,100,1.01,AU,1600234527
596,Ust-Kuyga,70.02,135.6,52.25,54,40,5.59,RU,1600234527
597,Chimbote,-9.09,-78.58,59.22,89,52,7.92,PE,1600234527
598,Darhan,49.49,105.92,56.53,55,41,3.91,MN,1600234528
599,Ketchikan,55.34,-131.65,57.2,71,1,3.36,US,1600234386
600,Santa Maria,-29.68,-53.81,56.23,95,100,5.95,BR,1600234528
601,Kaupanger,61.18,7.24,48.2,70,40,26.4,NO,1600234528
602,Te Anau,-45.42,167.72,46.38,88,100,7.11,NZ,1600234529
603,Praia,14.92,-23.51,78.08,85,25,8.9,CV,1600234529
604,Proti,40.95,24.0,73.0,72,1,2.37,GR,1600234529
605,Deūlgaon Rāja,20.02,76.03,77.0,94,90,3.36,IN,1600234529
606,Rawson,-43.3,-65.1,43.48,62,24,8.16,AR,1600234530
607,Bukoba,-1.33,31.81,68.0,88,40,5.82,TZ,1600234530
608,Lethem,3.38,-59.8,75.07,81,61,1.12,GY,1600234530
609,Almeirim,-1.52,-52.58,78.03,76,45,7.16,BR,1600234530
610,Pangoa,-12.12,-73.0,64.54,90,63,2.28,PE,1600234531
611,Kamiiso,41.82,140.65,75.2,73,75,6.93,JP,1600234531
612,Lázaro Cárdenas,17.96,-102.2,77.99,86,74,4.12,MX,1600234531
613,Dapdap,12.06,125.49,76.98,89,100,11.03,PH,1600234531
614,Kapustin Yar,48.58,45.74,64.35,47,11,16.71,RU,1600234532
615,Kamina,-8.74,24.99,76.6,59,91,1.07,CD,1600234532
616,Storforshei,66.4,14.52,42.01,93,40,3.36,NO,1600234532
617,Agua Dulce,18.13,-94.13,79.34,86,100,9.15,MX,1600234532
618,Zyryanovsk,49.74,84.27,75.94,25,85,8.37,KZ,1600234533
619,Dali,25.7,100.18,76.35,58,83,4.92,CN,1600234533
